161402511|0220|MIN@CHI
161402514|1127|NYR@CHI
161402515|0223|NYI@CHI
161402516|0310|WSH@CHI
161402518|0120|DAL@CHI
161402519|1006|STL@CHI
161402521|0112|UTA@CHI
161402523|0408|NSH@CHI
161402526|1010|CAR@CHI
161402528|1119|CBJ@CHI
161402531|1117|TOR@CHI
161402532|1013|PIT@CHI
161402533|0308|TBL@CHI
161402534|0118|CGY@CHI
161402535|0101|BOS@CHI
161402536|1227|PHI@CHI
161402540|0314|ANA@CHI
161402542|1025|FLA@CHI
161402543|1229|VGK@CHI
161402544|1023|MTL@CHI
161402545|1112|BUF@CHI
161402549|1027|LAK@CHI
161402550|0116|DET@CHI
161402551|0221|NJD@CHI
161402552|1015|WPG@CHI
161402555|1206|EDM@CHI
161402556|0226|LAK@CHI
161402557|0124|VGK@CHI
161402558|0122|VAN@CHI
161402559|0410|SEA@CHI
161402562|0301|EDM@CHI
161402565|0316|SJS@CHI
161402566|0328|SEA@CHI
161403381|0921|COL@WPG|P
161403393|0922|EDM@WPG|P
161403430|0919|WPG@EDM|P
161403453|0926|CGY@EDM|P
161403467|0925|WPG@COL|P
161403477|0924|EDM@VAN|P
161413316|0102|NSH@CAR
161413319|1213|BOS@CAR
161413323|1228|TBL@CAR
161413324|0221|NYR@CAR
161413326|1002|WSH@CAR
161413328|1205|TOR@CAR
161413329|0313|NJD@CAR
161413330|0219|DET@CAR
161413332|1008|VAN@CAR
161413334|0305|TOR@CAR
161413335|0403|NJD@CAR
161413336|1128|OTT@CAR
161413338|0929|FLA@CAR
161413339|0107|PIT@CAR
161413341|1029|CBJ@CAR
161413343|0225|SJS@CAR
161413346|0115|PHI@CAR
161413351|0312|CGY@CAR
161413352|0325|DAL@CAR
161413353|1203|CBJ@CAR
161413354|0209|COL@CAR
161413355|0105|STL@CAR
161413356|0307|UTA@CAR
161413360|0407|OTT@CAR
161413361|1119|MTL@CAR
161413362|1121|EDM@CAR
161413364|0227|TBL@CAR
161413365|1027|BOS@CAR
161413367|1013|WSH@CAR
161413368|1107|CHI@CAR
161413369|0128|NYI@CAR
161413370|0211|MIN@CAR
161413371|0130|LAK@CAR
161413372|1101|WPG@CAR
161413373|0123|ANA@CAR
161413374|0117|VGK@CAR
161413375|0213|BUF@CAR
161414346|0922|VAN@CGY|P
161414347|0920|SEA@CGY|P
161414381|0924|CGY@SEA|P
161414867|1227|BOS@NJ
161414868|1001|PHI@NJ
161414869|0107|CBJ@NJ
161414870|1219|BOS@NJ
161414871|1215|NYR@NJ
161414872|0126|SEA@NJ
161414874|0410|PIT@NJ
161414877|0406|TBL@NJ
161414878|1022|ANA@NJ
161414879|0329|CAR@NJ
161414882|0331|MIN@NJ
161414883|0408|NYI@NJ
161414884|0121|TBL@NJ
161414887|0119|DAL@NJ
161414888|1024|LAK@NJ
161414890|1220|NSH@NJ
161414892|1209|DET@NJ
161414897|1012|OTT@NJ
161414901|1201|SJS@NJ
161414903|1010|VAN@NJ
161414904|0305|VGK@NJ
161414905|1020|COL@NJ
161414906|1127|CGY@NJ
161414907|1217|TOR@NJ
161414912|0320|TOR@NJ
161414914|0302|OTT@NJ
161414915|0124|WSH@NJ
161414916|1105|STL@NJ
161414917|1128|WPG@NJ
161414918|0109|CHI@NJ
161414920|0404|FLA@NJ
161414921|1118|MTL@NJ
161414923|0220|BUF@NJ
161414924|1103|EDM@NJ
161414925|1006|UTA@NJ
161415554|0321|WSH@NYR
161415555|0406|PIT@NYR
161415556|0318|TOR@NYR
161415558|1004|UTA@NYR
161415559|1026|LAK@NYR
161415561|0119|PHI@NYR
161415563|0103|CBJ@NYR
161415566|1001|TBL@NYR
161415571|0329|MIN@NYR
161415574|1130|CAR@NYR
161415576|1205|COL@NYR
161415577|0320|PIT@NYR
161415578|1218|NSH@NYR
161415579|1128|CGY@NYR
161415581|0107|CHI@NYR
161415583|1229|DET@NYR
161415584|1116|MTL@NYR
161415586|1103|STL@NYR
161415588|1222|NJD@NYR
161415589|1013|TBL@NYR
161415590|0226|WSH@NYR
161415594|0117|DAL@NYR
161415595|0116|BOS@NYR
161415596|1011|VAN@NYR
161415597|0307|VGK@NYR
161415598|0212|NYI@NYR
161415600|0215|BUF@NYR
161415601|0203|WPG@NYR
161415603|0403|FLA@NYR
161415604|0303|BOS@NYR
161415606|0127|FLA@NYR
161415609|1101|EDM@NYR
161415611|1203|SJS@NYR
161415612|0125|SEA@NYR
161415613|0410|TOR@NYR
161415614|0316|OTT@NYR
161415615|1019|ANA@NYR
161434637|0921|PHI@WSH|P
161434652|0925|BOS@WSH|P
161434681|0924|BOS@PHI|P
161434693|0926|WSH@PHI|P
161434708|0920|WSH@BOS|P
161434718|0922|PHI@BOS|P
161436366|0922|VGK@SJ|P
161436367|0924|ANA@SJ|P
161436375|0920|UTA@COL|P
161436380|0926|COL@UTA|P
161436389|0924|UTA@VGK|P
161436390|0926|SJS@VGK|P
161436395|0920|SJS@ANA|P
161436404|0923|LAK@ANA|P
161436417|0922|UTA@LA|P
161436449|0926|ANA@LA|P
161445381|0922|DET@PIT|P
161445382|0921|BUF@PIT|P
161445403|0926|PIT@BUF|P
161445418|0922|CBJ@BUF|P
161445430|0926|CBJ@DET|P
161445431|0924|BUF@DET|P
161445444|0921|DET@CBJ|P
161445470|0924|PIT@CBJ|P
161452856|0402|OTT@NYI
161452857|1003|NJD@NYI
161452858|0321|BUF@NYI
161452859|0309|MTL@NYI
161452860|1207|COL@NYI
161452862|1123|TOR@NYI
161452863|0120|BUF@NYI
161452864|1201|FLA@NYI
161452865|0406|DET@NYI
161452867|0218|NYR@NYI
161452869|1107|NJD@NYI
161452871|0404|MTL@NYI
161452873|1020|ANA@NYI
161452875|1210|CGY@NYI
161452877|0115|DAL@NYI
161452880|0327|DET@NYI
161452881|1117|CBJ@NYI
161452882|1008|CHI@NYI
161452885|0307|PIT@NYI
161452887|1222|BOS@NYI
161452888|0226|PHI@NYI
161452889|1105|CAR@NYI
161452890|0215|UTA@NYI
161452891|0301|WSH@NYI
161452894|1227|OTT@NYI
161452896|0304|VGK@NYI
161452897|0123|SEA@NYI
161452898|1125|STL@NYI
161452899|1127|WPG@NYI
161452901|1010|TBL@NYI
161452902|1230|WSH@NYI
161452908|0213|MIN@NYI
161452910|1031|EDM@NYI
161452911|1204|SJS@NYI
161452913|0118|NSH@NYI
161452914|1022|LAK@NYI
161452915|1013|VAN@NYI
161459842|0920|NYI@NJ|P
161459848|0921|NYR@NJ|P
161459856|0924|NJD@NYR|P
161459865|0915|NJD@NYI
161459874|0926|NJD@NYI|P
161459907|0925|NYR@NYI|P
161459915|0922|NYI@NYR|P
161460534|1128|TOR@PIT
